,creatorid,post_id,title,caption,likes,thumbnail_url,url,date_utc,typename,caption_hashtags,is_video,audio_url,audio_transcript,en_audio_transcript
111,hydrationceo,C6Ei-VbLVO0,,"The best part of the day is that double cleanse I SWEAR 🤞 

#nighttimeroutine #nighttimeskincare #doublecleanse #skincareroutine #skincaretips #skintok",2324,posts/hydrationceo/2024-04-22_16-50-20_UTC.jpg,posts/hydrationceo/2024-04-22_16-50-20_UTC.mp4,2024-04-22 16:50:20,GraphVideo,"['nighttimeroutine', 'nighttimeskincare', 'doublecleanse', 'skincareroutine', 'skincaretips', 'skintok']",True,audio_output/hydrationceo\2024-04-22_16-50-20_UTC.mp3,"Welcome to the realistic nighttime routine of just your average 30 year old woman girl. We are of course starting with double cleansing as any good nighttime routine should. I'm using the Cleansing Balm from Hero. Y'all always dog me for using this spatula directly on my face, but I'm literally going to wash this off my face. Anyway, don't forget to emulsify with a little bit of water before washing the whole thing off your face, just to turn a little milky. And second cleanse we're using the Nutrigena Hydro Rust. Tonight is a tretinone night and I've been using tretinone for about nine years now. So I use a lot, like two full pumps, tee hee. And if you're someone who struggles with very aggressive hormonal acne, this is truly game-changing. This got rid of all my acne. Next up, the Cocokind Chlorophyll Serum. This is really great for redness and my rosacea. And then the Stratia Eye Cream. This is a little goopy to get out, don't love that, but I do love the way this performs. And I always put a little bit in between my eyebrows and around my mouth, basically just where the skin is really thin and delicate. Oh my God, I love this sleeping mask from Sephora Collection. It's cheap and amazing and super thick. And then my dog was literally begging to be taken to bed, but we can't because I have sinus infection. So we got to do our nasal sprays, literally worst. Flonase isn't so bad. I mean, it's not great, but I don't love it. But oh my God, the Azelastine, oh, it burns. Gotta floss because my top teeth are fake. Bottom teeth are real, but yeah, still gotta floss those. And I'm sorry, I just can't be asked to use actual floss. So the floss picks are what's up. And I know a lot of you are gonna be like, oh my God, you brush your teeth after washing your face. Yes, I do. Fight me. Usually I wash them TikToks, but you're all on my phone. So there's a recreation. And oh my God, this Hello Mint Wash. It's so tiny. You just like add the concentrate and then some water. Literally genius, doesn't take up that much counter space. Look at how huge my antibiotic is. And then I'm also taking my Spiro, magnesium, and fiber. 2024 is literally year of fiber, y'all. You gotta take care of your colon health. And I always take my hair out before bed because I feel like my hair will break if I like leave it up. But let me know, do you keep your hair up when you sleep? I love a little romance before bed. This one is so cute. It's like a gay romance about the show, The Bachelor. And then it was off to bed. Thank you guys for joining me. Okay, bye.","Welcome to the realistic nighttime routine of just your average 30 year old woman girl. We are of course starting with double cleansing as any good nighttime routine should. I'm using the Cleansing Balm from Hero. Y'all always dog me for using this spatula directly on my face, but I'm literally going to wash this off my face. Anyway, don't forget to emulsify with a little bit of water before washing the whole thing off your face, just to turn a little milky. And second cleanse we're using the Nutrigena Hydro Rust. Tonight is a tretinone night and I've been using tretinone for about nine years now. So I use a lot, like two full pumps, tee hee. And if you're someone who struggles with very aggressive hormonal acne, this is truly game-changing. This got rid of all my acne. Next up, the Cocokind Chlorophyll Serum. This is really great for redness and my rosacea. And then the Stratia Eye Cream. This is a little goopy to get out, don't love that, but I do love the way this performs. And I always put a little bit in between my eyebrows and around my mouth, basically just where the skin is really thin and delicate. Oh my God, I love this sleeping mask from Sephora Collection. It's cheap and amazing and super thick. And then my dog was literally begging to be taken to bed, but we can't because I have sinus infection. So we got to do our nasal sprays, literally worst. Flonase isn't so bad. I mean, it's not great, but I don't love it. But oh my God, the Azelastine, oh, it burns. Gotta floss because my top teeth are fake. Bottom teeth are real, but yeah, still gotta floss those. And I'm sorry, I just can't be asked to use actual floss. So the floss picks are what's up. And I know a lot of you are gonna be like, oh my God, you brush your teeth after washing your face. Yes, I do. Fight me. Usually I wash them TikToks, but you're all on my phone. So there's a recreation. And oh my God, this Hello Mint Wash. It's so tiny. You just like add the concentrate and then some water. Literally genius, doesn't take up that much counter space. Look at how huge my antibiotic is. And then I'm also taking my Spiro, magnesium, and fiber. 2024 is literally year of fiber, y'all. You gotta take care of your colon health. And I always take my hair out before bed because I feel like my hair will break if I like leave it up. But let me know, do you keep your hair up when you sleep? I love a little romance before bed. This one is so cute. It's like a gay romance about the show, The Bachelor. And then it was off to bed. Thank you guys for joining me. Okay, bye."
112,hydrationceo,C6CB9kmr6uv,,"Have you tried the Colourpop So Juicy plumping glosses? 💄 

#sojuicy #colourpopsojuicy #plumpinggloss #tartemaracujajuicylip #tartemaracuja #doop #glosspen #affordablemakeup",1099,posts/hydrationceo/2024-04-21_17-22-30_UTC.jpg,posts/hydrationceo/2024-04-21_17-22-30_UTC.mp4,2024-04-21 17:22:30,GraphVideo,"['sojuicy', 'colourpopsojuicy', 'plumpinggloss', 'tartemaracujajuicylip', 'tartemaracuja', 'doop', 'glosspen', 'affordablemakeup']",True,audio_output/hydrationceo\2024-04-21_17-22-30_UTC.mp3,"We've got yet another version of the Clicky Gloss Balm Pen type products. These are the So Juicy Plumbing Gloss Balms by ColourPop, Clicky Pen. This is the shade Vacay Mode. Very smooth, smells a little bit like vanilla. I think this color is pretty great too. Okay, let's try Doe next. Love that color. And there's a little bit of a minty sensation, but I will see if it actually does anything to plump my lips. So the plumping here is very light. It's not hardly minty at all. I would say that the e.l.f. is definitely more plumping, and so is the Tarte plumping version. But the texture is great. It's super lightweight. Okay, hi, end of the day, and I have some thoughts. So it definitely doesn't last as long as the e.l.f. one. It's a little bit more of a lighter texture and formula. So if you like something that truly feels like nothing on the lips, this might be your vibe. I would say it's not really plumping at all. It's just a little bit minty. So if you're scared of a serious plump, you will not get that with this. Overall, I think the color selection is great. It's 10 bucks. You kind of can't go wrong. And yeah, I would buy another one of these, for sure.","We've got yet another version of the Clicky Gloss Balm Pen type products. These are the So Juicy Plumbing Gloss Balms by ColourPop, Clicky Pen. This is the shade Vacay Mode. Very smooth, smells a little bit like vanilla. I think this color is pretty great too. Okay, let's try Doe next. Love that color. And there's a little bit of a minty sensation, but I will see if it actually does anything to plump my lips. So the plumping here is very light. It's not hardly minty at all. I would say that the e.l.f. is definitely more plumping, and so is the Tarte plumping version. But the texture is great. It's super lightweight. Okay, hi, end of the day, and I have some thoughts. So it definitely doesn't last as long as the e.l.f. one. It's a little bit more of a lighter texture and formula. So if you like something that truly feels like nothing on the lips, this might be your vibe. I would say it's not really plumping at all. It's just a little bit minty. So if you're scared of a serious plump, you will not get that with this. Overall, I think the color selection is great. It's 10 bucks. You kind of can't go wrong. And yeah, I would buy another one of these, for sure."
113,hydrationceo,C5_6-3Xru3G,,"We’re ending this series with kind of a sleeper hit… which one of these balms are you picking up? ✨ 

#lipbalm #lipbalmaddict #lipbalmcollection #lipbalmreview #drpawpaw #drugstore",1662,posts/hydrationceo/2024-04-20_21-43-15_UTC.jpg,posts/hydrationceo/2024-04-20_21-43-15_UTC.mp4,2024-04-20 21:43:15,GraphVideo,"['lipbalm', 'lipbalmaddict', 'lipbalmcollection', 'lipbalmreview', 'drpawpaw', 'drugstore']",True,audio_output/hydrationceo\2024-04-20_21-43-15_UTC.mp3,"I bought six affordable drugstore lip balms and we're gonna be trying one every single day to see which one is the best. This is the $6 Dr. Papa Original Balm. Here's what the tip looks like. Definitely hard to like squeeze out. Ooh, very soft and smooth feeling. Not sticky or goopy at all. There's a little bit of shine, not a ton. Feels really good though. And you know me, I'm gonna try this the rest of the day and I'll be back with my final thoughts. I just took the fattest nap and look at my lips. Not a crispy crunch in sight. And I am like fully mouth breathing right now. I have a sinus infection. I'm pretty impressed. I'm back and I have thoughts. And I don't know what kind of doctor Mr. or Mrs. Papa is, but this is fantastic, I think. It definitely feels a little bit like elevated vaseline or Aquaphor, but it feels super good on the lips. It hydrates for a really long time. You can also use this on places like your cuticles and it's not like super sticky and greasy. Doesn't have a ton of shine, so I wouldn't use this in place of like a lip gloss, but overall I think this is a really excellent product, especially for like $5. So I'm gonna give this a seven out of 10 and yeah, that's all I got to say. Okay, bye.","I bought six affordable drugstore lip balms and we're gonna be trying one every single day to see which one is the best. This is the $6 Dr. Papa Original Balm. Here's what the tip looks like. Definitely hard to like squeeze out. Ooh, very soft and smooth feeling. Not sticky or goopy at all. There's a little bit of shine, not a ton. Feels really good though. And you know me, I'm gonna try this the rest of the day and I'll be back with my final thoughts. I just took the fattest nap and look at my lips. Not a crispy crunch in sight. And I am like fully mouth breathing right now. I have a sinus infection. I'm pretty impressed. I'm back and I have thoughts. And I don't know what kind of doctor Mr. or Mrs. Papa is, but this is fantastic, I think. It definitely feels a little bit like elevated vaseline or Aquaphor, but it feels super good on the lips. It hydrates for a really long time. You can also use this on places like your cuticles and it's not like super sticky and greasy. Doesn't have a ton of shine, so I wouldn't use this in place of like a lip gloss, but overall I think this is a really excellent product, especially for like $5. So I'm gonna give this a seven out of 10 and yeah, that's all I got to say. Okay, bye."
114,hydrationceo,C58_dGKL1mI,,"Hydro boost lip balm???? Say less 😏 

#lipbalm #lipbalmaddict #lipbalmcollection #lipbalmreview #affordable #affordablemakeup #drugstore #drugstoremakeupmusthaves",1466,posts/hydrationceo/2024-04-19_18-24-19_UTC.jpg,posts/hydrationceo/2024-04-19_18-24-19_UTC.mp4,2024-04-19 18:24:19,GraphVideo,"['lipbalm', 'lipbalmaddict', 'lipbalmcollection', 'lipbalmreview', 'affordable', 'affordablemakeup', 'drugstore', 'drugstoremakeupmusthaves']",True,audio_output/hydrationceo\2024-04-19_18-24-19_UTC.mp3,"I bought six affordable drugstore lip balms and we're gonna be trying one every single day to see which one is the best. Today we have the $11 Neutrogena Lip Sleeping Mask. If you've been following me for some time, I might have put you onto this one already. It is one of my favorite, favorite lip balms of all time, but obviously we are comparing it to all the other ones in the affordable roundup. It's got a very plush, cushy, non-sticky feel and a whole lot of shine, just very pillowy vibes. But of course, I'm gonna try this the rest of the day and I'll come back with my final thoughts. It's been about three hours. My lips are still looking really plump and shiny. So good. Okay, I am back and I have thoughts. I think this rivals even lip balms that are double the price. This is only $12. I think it does an amazing job. It really does keep your lips hydrated. You don't have to keep reapplying over and over and over again. My lips look so, again, plush and shiny. Just the texture of this, I think, is immaculate. It's a 10 out of 10, babes. A 10 out of 10.","I bought six affordable drugstore lip balms and we're gonna be trying one every single day to see which one is the best. Today we have the $11 Neutrogena Lip Sleeping Mask. If you've been following me for some time, I might have put you onto this one already. It is one of my favorite, favorite lip balms of all time, but obviously we are comparing it to all the other ones in the affordable roundup. It's got a very plush, cushy, non-sticky feel and a whole lot of shine, just very pillowy vibes. But of course, I'm gonna try this the rest of the day and I'll come back with my final thoughts. It's been about three hours. My lips are still looking really plump and shiny. So good. Okay, I am back and I have thoughts. I think this rivals even lip balms that are double the price. This is only $12. I think it does an amazing job. It really does keep your lips hydrated. You don't have to keep reapplying over and over and over again. My lips look so, again, plush and shiny. Just the texture of this, I think, is immaculate. It's a 10 out of 10, babes. A 10 out of 10."
115,hydrationceo,C56RXD6LSap,,"I love essence but this lip balm is 🥴 

#lipbalm #liptreatment #lipbalmaddict #lipbalmcollection #lipbalmreview #essence #drugstore #affordablemakeup #affordableskincare",1430,posts/hydrationceo/2024-04-18_17-03-11_UTC.jpg,posts/hydrationceo/2024-04-18_17-03-11_UTC.mp4,2024-04-18 17:03:11,GraphVideo,"['lipbalm', 'liptreatment', 'lipbalmaddict', 'lipbalmcollection', 'lipbalmreview', 'essence', 'drugstore', 'affordablemakeup', 'affordableskincare']",True,audio_output/hydrationceo\2024-04-18_17-03-11_UTC.mp3,"I bought six affordable drugstore lip balms, and we're gonna be trying one every single day to see which one is the best. This is the $4 Essence Lip Care in Cocoa Butter. Not glossy, more of a matte finish. It smells so good, though. Like, it smells like sweet coconut cake. Okay, it's got kind of like a thin, waxy texture that I don't like, but I'm gonna try this the rest of the day and I'll come back if I find a lot. Okay, it's been an hour. It's so gritty. Immediate now. Like a one out of 10. The one is for the 10.","I bought six affordable drugstore lip balms, and we're gonna be trying one every single day to see which one is the best. This is the $4 Essence Lip Care in Cocoa Butter. Not glossy, more of a matte finish. It smells so good, though. Like, it smells like sweet coconut cake. Okay, it's got kind of like a thin, waxy texture that I don't like, but I'm gonna try this the rest of the day and I'll come back if I find a lot. Okay, it's been an hour. It's so gritty. Immediate now. Like a one out of 10. The one is for the 10."
116,hydrationceo,C53kYSyL3K1,,"Lanolip’s girlies: do I re-review with the original?? 😅 

#lipbalm #lipbalmaddict #lipbalmcollection #lipbalmreview #lanolips #drugstorebeauty #drugstoremakeup #drugstoreskincare",1743,posts/hydrationceo/2024-04-17_15-51-42_UTC.jpg,posts/hydrationceo/2024-04-17_15-51-42_UTC.mp4,2024-04-17 15:51:42,GraphVideo,"['lipbalm', 'lipbalmaddict', 'lipbalmcollection', 'lipbalmreview', 'lanolips', 'drugstorebeauty', 'drugstoremakeup', 'drugstoreskincare']",True,audio_output/hydrationceo\2024-04-17_15-51-42_UTC.mp3,"I bought six affordable drugstore lip products and I will be trying one every single day to see which one is the best. Today we are doing the highly requested Lanolips Tinted Lip Balm. This is really thick, you definitely gotta squeeze hard. Ooh, that was too much. This is the shade Perfect Nude. Ah, oh, all right, okay, all right. Ooh, it smells good, like vanilla. Okay, the applicator sucks. I definitely should have just used my hands, but it's very pretty on lips. Shiny, a little on the thicker side, but we will try it out the rest of the day and I will come back with my final thoughts. Hi, my lips look incredible, but they're pilling weirdly enough. I don't know if you can see that. It's not a great feeling. Okay, I wiped it off and then I tried a new application this time. It's still like pilling, it's so weird. Okay, I'm back and I have thoughts. Maybe I shouldn't have gotten the tinted one, but they didn't have the clear one in stock at all, so I wiped. But yeah, it like kind of pills on the lips, so not good. There was potential, but the pilling, it's a no for me. So this is, it's a zero and maybe I'll try again with the clear.","I bought six affordable drugstore lip products and I will be trying one every single day to see which one is the best. Today we are doing the highly requested Lanolips Tinted Lip Balm. This is really thick, you definitely gotta squeeze hard. Ooh, that was too much. This is the shade Perfect Nude. Ah, oh, all right, okay, all right. Ooh, it smells good, like vanilla. Okay, the applicator sucks. I definitely should have just used my hands, but it's very pretty on lips. Shiny, a little on the thicker side, but we will try it out the rest of the day and I will come back with my final thoughts. Hi, my lips look incredible, but they're pilling weirdly enough. I don't know if you can see that. It's not a great feeling. Okay, I wiped it off and then I tried a new application this time. It's still like pilling, it's so weird. Okay, I'm back and I have thoughts. Maybe I shouldn't have gotten the tinted one, but they didn't have the clear one in stock at all, so I wiped. But yeah, it like kind of pills on the lips, so not good. There was potential, but the pilling, it's a no for me. So this is, it's a zero and maybe I'll try again with the clear."
117,hydrationceo,C51O31aLEou,,"EOS lip balm was a real throwback to 2012 ✌️ 

#lipbalm #liptreatmentbalm #lipbalmaddict #lipbalmcollection #affordablemakeup #affordableskincare #drugstoremakeup #drugstore #eos",1779,posts/hydrationceo/2024-04-16_18-05-03_UTC.jpg,posts/hydrationceo/2024-04-16_18-05-03_UTC.mp4,2024-04-16 18:05:03,GraphVideo,"['lipbalm', 'liptreatmentbalm', 'lipbalmaddict', 'lipbalmcollection', 'affordablemakeup', 'affordableskincare', 'drugstoremakeup', 'drugstore', 'eos']",True,audio_output/hydrationceo\2024-04-16_18-05-03_UTC.mp3,"I bought six affordable drugstore lip balms and I will be trying one every single day to see which one is the best. Today we are trying the EOS lip balm in Wild Cherry Slushie. This was $3 and is a clear lip balm. Super smooth. It actually does kind of have that EOS like ball waxiness on the lips, which is kind of funny because this is a tube. It smells just like cherry chapstick, but I will try this the rest of the day and I will come back with my final thoughts. So far, I'm really not mad at it. The texture is both good and bad. Okay, I am back and I have thoughts. So for $3, I feel like this is pretty okay. I'm not obsessed with it. It's not super glowy. It's not super hydrating, but it is a little glowy and it's a little hydrating. The smell is kind of fun. And the texture is a little strange. It is just like putting on chapstick. So if you like that feeling, you'll like this. I don't know. I think this is totally middle of the road. I don't hate it. I don't love it. I'm gonna give this a five out of 10. I'm gonna give this a five out of 10.","I bought six affordable drugstore lip balms and I will be trying one every single day to see which one is the best. Today we are trying the EOS lip balm in Wild Cherry Slushie. This was $3 and is a clear lip balm. Super smooth. It actually does kind of have that EOS like ball waxiness on the lips, which is kind of funny because this is a tube. It smells just like cherry chapstick, but I will try this the rest of the day and I will come back with my final thoughts. So far, I'm really not mad at it. The texture is both good and bad. Okay, I am back and I have thoughts. So for $3, I feel like this is pretty okay. I'm not obsessed with it. It's not super glowy. It's not super hydrating, but it is a little glowy and it's a little hydrating. The smell is kind of fun. And the texture is a little strange. It is just like putting on chapstick. So if you like that feeling, you'll like this. I don't know. I think this is totally middle of the road. I don't hate it. I don't love it. I'm gonna give this a five out of 10. I'm gonna give this a five out of 10."
118,hydrationceo,C5yZ82zpJgr,,"Milani fruit fetish lip balm is giving us scent and shine, but how does it perform against other drugstore lip balms? 👀 

#milanifruitfetish #drugstore #lipbalm #lipbalmaddict #lipbalmcollection #affordablemakeup #affordableskincare #skincare",2243,posts/hydrationceo/2024-04-15_15-48-50_UTC.jpg,posts/hydrationceo/2024-04-15_15-48-50_UTC.mp4,2024-04-15 15:48:50,GraphVideo,"['milanifruitfetish', 'drugstore', 'lipbalm', 'lipbalmaddict', 'lipbalmcollection', 'affordablemakeup', 'affordableskincare', 'skincare']",True,audio_output/hydrationceo\2024-04-15_15-48-50_UTC.mp3,"I bought six affordable drugstore lip balms and we're gonna try one every single day to see which one is the best. Today we have Milani Fruit Fetish Lip Balm in Dragon Fruit Peach. This was $9. Let's give her a try. Oh, oh wow. It actually feels like a lip oil. Oh my God, it smells like peach tea. So since this is day one and I've already reviewed like a million other lip balms, here's what I'm looking for. I want something that is smooth, not sticky, shiny, makes my lips look great and actually hydrates my very dry, crusty lips. If you know me, you know I do not do first impressions. So we will be trying her all day and I will let you know my thoughts at the end. Hi, hi, we are still rocking and rolling. I will say I've noticed that it kind of sinks into my mouth and there's like a weird plasticky taste. So I don't love that. So we'll see if that continues. Okay, I have tried this all day and I have some thoughts. So as much as I love the scent and the texture, there are a couple of things I can't really get over. The first thing being it makes my mouth taste like plastic. I don't like it. The second thing is it's not really a balm or a balm texture. I don't find it to be particularly hydrating. It's definitely like a lip oil. Like it feels oily on the lips. So not quite a balm. She's a little crispy, crunchy, you know what I mean? For those reasons, I'm gonna give this like a four out of 10. Like it's not horrible, but I don't think that I use this again.","I bought six affordable drugstore lip balms and we're gonna try one every single day to see which one is the best. Today we have Milani Fruit Fetish Lip Balm in Dragon Fruit Peach. This was $9. Let's give her a try. Oh, oh wow. It actually feels like a lip oil. Oh my God, it smells like peach tea. So since this is day one and I've already reviewed like a million other lip balms, here's what I'm looking for. I want something that is smooth, not sticky, shiny, makes my lips look great and actually hydrates my very dry, crusty lips. If you know me, you know I do not do first impressions. So we will be trying her all day and I will let you know my thoughts at the end. Hi, hi, we are still rocking and rolling. I will say I've noticed that it kind of sinks into my mouth and there's like a weird plasticky taste. So I don't love that. So we'll see if that continues. Okay, I have tried this all day and I have some thoughts. So as much as I love the scent and the texture, there are a couple of things I can't really get over. The first thing being it makes my mouth taste like plastic. I don't like it. The second thing is it's not really a balm or a balm texture. I don't find it to be particularly hydrating. It's definitely like a lip oil. Like it feels oily on the lips. So not quite a balm. She's a little crispy, crunchy, you know what I mean? For those reasons, I'm gonna give this like a four out of 10. Like it's not horrible, but I don't think that I use this again."
119,hydrationceo,C5wOpZFvvmM,,Spotted: The @neutrogena Boost Bus in the desert! SPF is your #NeuBFF for festival season🌵 Be sure to check out the Boost Bus if you’re in the Palm Springs area! #NeutrogenaPartner #spf #sunscreen,847,posts/hydrationceo/2024-04-14_19-34-47_UTC.jpg,posts/hydrationceo/2024-04-14_19-34-47_UTC.mp4,2024-04-14 19:34:47,GraphVideo,"['neubff', 'neutrogenapartner', 'spf', 'sunscreen']",True,audio_output/hydrationceo\2024-04-14_19-34-47_UTC.mp3,"Welcome to festival season, where the days are 100 degrees and the nights are real, real sweaty. This is a true test of your skin's vitals, especially when picking out a sunscreen. Today, I'm wearing the Neutrogena Invisible Daily Defense Face Serum, SPF 60. This is super lightweight, but still a great glowy base under makeup. Oh yeah, and it's water resistant, which I need for those hot days and nights. I'm here at the Boost Bust in Palm Springs to pick out a body sunscreen that will hold up against the elements. Their skin use scientists recommended me the Ultra Sheer Dry Touch SPF 70. And of course, it's water resistant, which again, I need because of the sweating. Now we are protected and all good to go for the festival. And if I ever need to reapply, which of course you should be doing every two hours, I could just go to one of the Neutrogena sunscreen stations, which are my go-to new BFF for festival season.","Welcome to festival season, where the days are 100 degrees and the nights are real, real sweaty. This is a true test of your skin's vitals, especially when picking out a sunscreen. Today, I'm wearing the Neutrogena Invisible Daily Defense Face Serum, SPF 60. This is super lightweight, but still a great glowy base under makeup. Oh yeah, and it's water resistant, which I need for those hot days and nights. I'm here at the Boost Bust in Palm Springs to pick out a body sunscreen that will hold up against the elements. Their skin use scientists recommended me the Ultra Sheer Dry Touch SPF 70. And of course, it's water resistant, which again, I need because of the sweating. Now we are protected and all good to go for the festival. And if I ever need to reapply, which of course you should be doing every two hours, I could just go to one of the Neutrogena sunscreen stations, which are my go-to new BFF for festival season."
120,hydrationceo,C5v2F6XxqGw,,"When your bestie is a pore strip apologist 🥲 @dermangelo 

#porestrip #cloggedpores #acne #skincare #skintok",1108,posts/hydrationceo/2024-04-14_15-52-34_UTC.jpg,posts/hydrationceo/2024-04-14_15-52-34_UTC.mp4,2024-04-14 15:52:34,GraphVideo,"['porestrip', 'cloggedpores', 'acne', 'skincare', 'skintok']",True,audio_output/hydrationceo\2024-04-14_15-52-34_UTC.mp3,"Oh, but I only did a little bit. Oh, that's what you're mad about? But that boy didn't even want to be able to walk.","Oh, but I only did a little bit. Oh, that's what you're mad about? But that boy didn't even want to be able to walk."
121,hydrationceo,C5uGeACLmKL,,"Face fully covered but IIIII know i look good 😀 

#coachella2024 #coachella #coachellagrwm #grwm #meme",1976,posts/hydrationceo/2024-04-13_23-37-52_UTC.jpg,posts/hydrationceo/2024-04-13_23-37-52_UTC.mp4,2024-04-13 23:37:52,GraphVideo,"['coachella2024', 'coachella', 'coachellagrwm', 'grwm', 'meme']",True,audio_output/hydrationceo\2024-04-13_23-37-52_UTC.mp3,"Party people, in the place to be. It's about that time. Yeah, what you know about going out, head west, red legs, CDs all up in the head vest. Try and live it up, rock dude, pick a truck, beats all kill it up. Jiggle kid, make it work.","Party people, in the place to be. It's about that time. Yeah, what you know about going out, head west, red legs, CDs all up in the head vest. Try and live it up, rock dude, pick a truck, beats all kill it up. Jiggle kid, make it work."
122,hydrationceo,C5tTKBJr9r6,,"The lengths we go to to remain untouched by the sun 🥲 @crobinsonmd @drdustinportela 

#spf #derm #dermatologist #sunscreen #skincare #skintok",1575,posts/hydrationceo/2024-04-13_16-10-15_UTC.jpg,posts/hydrationceo/2024-04-13_16-10-15_UTC.mp4,2024-04-13 16:10:15,GraphVideo,"['spf', 'derm', 'dermatologist', 'sunscreen', 'skincare', 'skintok']",True,audio_output/hydrationceo\2024-04-13_16-10-15_UTC.mp3,"I don't want to eat candy, but the parasite in me wants the candy. I don't want to drink liquor. I don't like liquor. But the parasite, the demon in me...","I don't want to eat candy, but the parasite in me wants the candy. I don't want to drink liquor. I don't like liquor. But the parasite, the demon in me..."
123,hydrationceo,C5rRFTVpm2_,,"Coachella GRWM but make it a pep talk 🫡

#coachella #coachella2024 #grwm #grwmmakeup #selfcare #selflove",2912,posts/hydrationceo/2024-04-12_21-36-32_UTC.jpg,posts/hydrationceo/2024-04-12_21-36-32_UTC.mp4,2024-04-12 21:36:32,GraphVideo,"['coachella', 'coachella2024', 'grwm', 'grwmmakeup', 'selfcare', 'selflove']",True,audio_output/hydrationceo\2024-04-12_21-36-32_UTC.mp3,"Get ready with me for Coachella day one as a 30 year old. Last year was my first year going and I went for work with Neutrogena, which was amazing, such an amazing opportunity. But oh my God, the anxiety I was having because literally everyone who goes to Coachella looks like an Instagram model and I'm very much not an Instagram model. So I was being really hard on myself about picking out all the best outfits, about getting a bunch of facials before so my skin would look really good. And yeah, just putting a bunch of unnecessary pressure on myself to try and conform to the beauty standards that I don't really fit into. And did all of my worst nightmares come true and a video of me go mega super viral where literally everyone in the comments was fat shaming me? Absolutely that happened. Okay, but here's the thing about creating space for yourself is you actually have to go and take up space. So by me being there and feeling a little uncomfortable, but literally all I had to do was show up and that means the next person who is maybe feeling a little weird about being old or not looking the part to go to Coachella can look at my content and be like, well, fuck, she did it. I can fucking do it. So anyway, this year everyone's like, Coachella isn't cool anymore. Showing up is cringey and if you do show up, you should only wear jeans and a t-shirt because trying isn't cool. So if you are someone who really likes to dress up, you might be seeing all that discourse online and being like, oh my God, I should tone it down. I should tone the fuck down. I should chill out a little bit. And my response to you would be, fuck that. You should do what you want. You're paying hundreds or thousands of dollars to be here and you should do exactly what you want in order to have a good time. You are allowed to show up and do exactly what you wanna do. And literally no one can tell you any different. And it might seem silly, but you doing that makes it easier for the next person. And I think when we're early on, on our confidence journey, a lot of times people are like, well, you're just as beautiful as they are. And I'm like, girl, like I'm hot, but I'm like not Bella Hadid and that's like not helpful. Instead, I prefer to say, I am just as worthy of being here as Bella Hadid is. I'm just as worthy of being here as anyone else is. And again, this is not Coachella specific advice. This can be for literally anything. So don't be afraid, bitch. Okay? Anyway, here's the fit. I'm so excited.","Get ready with me for Coachella day one as a 30 year old. Last year was my first year going and I went for work with Neutrogena, which was amazing, such an amazing opportunity. But oh my God, the anxiety I was having because literally everyone who goes to Coachella looks like an Instagram model and I'm very much not an Instagram model. So I was being really hard on myself about picking out all the best outfits, about getting a bunch of facials before so my skin would look really good. And yeah, just putting a bunch of unnecessary pressure on myself to try and conform to the beauty standards that I don't really fit into. And did all of my worst nightmares come true and a video of me go mega super viral where literally everyone in the comments was fat shaming me? Absolutely that happened. Okay, but here's the thing about creating space for yourself is you actually have to go and take up space. So by me being there and feeling a little uncomfortable, but literally all I had to do was show up and that means the next person who is maybe feeling a little weird about being old or not looking the part to go to Coachella can look at my content and be like, well, fuck, she did it. I can fucking do it. So anyway, this year everyone's like, Coachella isn't cool anymore. Showing up is cringey and if you do show up, you should only wear jeans and a t-shirt because trying isn't cool. So if you are someone who really likes to dress up, you might be seeing all that discourse online and being like, oh my God, I should tone it down. I should tone the fuck down. I should chill out a little bit. And my response to you would be, fuck that. You should do what you want. You're paying hundreds or thousands of dollars to be here and you should do exactly what you want in order to have a good time. You are allowed to show up and do exactly what you wanna do. And literally no one can tell you any different. And it might seem silly, but you doing that makes it easier for the next person. And I think when we're early on, on our confidence journey, a lot of times people are like, well, you're just as beautiful as they are. And I'm like, girl, like I'm hot, but I'm like not Bella Hadid and that's like not helpful. Instead, I prefer to say, I am just as worthy of being here as Bella Hadid is. I'm just as worthy of being here as anyone else is. And again, this is not Coachella specific advice. This can be for literally anything. So don't be afraid, bitch. Okay? Anyway, here's the fit. I'm so excited."
