creatorid,post_id,title,caption,likes,thumbnail_url,url,date_utc,typename,caption_hashtags,is_video
hydrationceo,C3aj2DJL7bp,,"Nobody would ever clock my makeup as drugstore because I am looking glowy, glossed, and gorgeous 💅 

#drugstore #drugstoremakeupmusthaves #drugstoremakeup #affordablemakeup #cheapmakeup #makeuptok",6502,posts/hydrationceo\2024-02-16_16-26-28_UTC.jpg,posts/hydrationceo\2024-02-16_16-26-28_UTC.mp4,2024-02-16 16:26:28,GraphVideo,"['drugstore', 'drugstoremakeupmusthaves', 'drugstoremakeup', 'affordablemakeup', 'cheapmakeup', 'makeuptok']",True
hydrationceo,C3YR5BqrGrt,,"Please give me ONE LAUNCH without vitamin c PLEASE 🙏 

#vitaminc #hater #skincare #skintok",2767,posts/hydrationceo\2024-02-15_19-10-31_UTC.jpg,posts/hydrationceo\2024-02-15_19-10-31_UTC.mp4,2024-02-15 19:10:31,GraphVideo,"['vitaminc', 'hater', 'skincare', 'skintok']",True
hydrationceo,C3YFloILwNI,,"Screw a glow up, I’m just trying to LIVE MY LIFE WHY DO I NEED TO LOOK LIKE HAILEY BIEBER? 🤨 

#glowup #glowupchallenge #glowuptips #transformation #skincare #realtalk #bigsisteradvice #selflove #selfcare",5101,posts/hydrationceo\2024-02-15_17-23-29_UTC.jpg,posts/hydrationceo\2024-02-15_17-23-29_UTC.mp4,2024-02-15 17:23:29,GraphVideo,"['glowup', 'glowupchallenge', 'glowuptips', 'transformation', 'skincare', 'realtalk', 'bigsisteradvice', 'selflove', 'selfcare']",True
hydrationceo,C3V1v6DL6kn,,"Thiccccy thicc trader joes hand cream has been saving me recently 🫡 

#handcream #handcreamcheese #tradedjoes #traderjoeshandcream #skincare",21678,posts/hydrationceo\2024-02-14_20-26-15_UTC.jpg,posts/hydrationceo\2024-02-14_20-26-15_UTC.mp4,2024-02-14 20:26:15,GraphVideo,"['handcream', 'handcreamcheese', 'tradedjoes', 'traderjoeshandcream', 'skincare']",True
hydrationceo,C3ThDjGLQtj,,"Don’t freak! The Ordinary’s newly reformulated Hyaluronic Acid 2% + B5 is even more slay than it was before 😉 @theordinary #theordinary #theordinarypartner

#skincare #hyaluronicacid #hydratingskincare #hydratingserum #serum #skincaretips",3554,posts/hydrationceo\2024-02-13_22-48-01_UTC.jpg,posts/hydrationceo\2024-02-13_22-48-01_UTC.mp4,2024-02-13 22:48:01,GraphVideo,"['theordinary', 'theordinarypartner', 'skincare', 'hyaluronicacid', 'hydratingskincare', 'hydratingserum', 'serum', 'skincaretips']",True
hydrationceo,C3TXqukLN1F,,"After a week of testing all the most popular lip balms… I bring you my top 3 🏆 

#olehenriksen #summerfridays #elf #summerfridayslipbalm #lipbalm #lipbalmaddict #lipbalmreview",4007,posts/hydrationceo\2024-02-13_21-25-30_UTC.jpg,posts/hydrationceo\2024-02-13_21-25-30_UTC.mp4,2024-02-13 21:25:30,GraphVideo,"['olehenriksen', 'summerfridays', 'elf', 'summerfridayslipbalm', 'lipbalm', 'lipbalmaddict', 'lipbalmreview']",True
hydrationceo,C3QsQuDOL5v,,"Drugstore FOREVERRRR 🫡

#bodycare #skincare #skincaretips #drugstorebeauty #drugstore #affordablebodycare #affordableskincare #neutrogena #aveeno",2976,posts/hydrationceo\2024-02-12_20-28-10_UTC.jpg,posts/hydrationceo\2024-02-12_20-28-10_UTC.mp4,2024-02-12 20:28:10,GraphVideo,"['bodycare', 'skincare', 'skincaretips', 'drugstorebeauty', 'drugstore', 'affordablebodycare', 'affordableskincare', 'neutrogena', 'aveeno']",True
hydrationceo,C3QRechL6k7,,"The cutest galentines/valentines date idea 💕✨ @jcpenney #jcpbeauty #jcppartner 

#vday #valentinesidea #perfume #perfumeshopping #galentinesday #dateideas #valentinesdaygift",1090,posts/hydrationceo\2024-02-12_16-33-46_UTC.jpg,posts/hydrationceo\2024-02-12_16-33-46_UTC.mp4,2024-02-12 16:33:46,GraphVideo,"['jcpbeauty', 'jcppartner', 'vday', 'valentinesidea', 'perfume', 'perfumeshopping', 'galentinesday', 'dateideas', 'valentinesdaygift']",True
hydrationceo,C3OWyHJrByB,,"Rhode peptide lip balm got a LOT of hype but how does it stack up to all the greats we’ve seen this week? 👀 

#rhodepeptideliptreatment #rhodelipbalm #rhodeliptreatment #lipbalm #lipbalmaddict #lipbalmcollection",2914,posts/hydrationceo\2024-02-11_22-40-58_UTC.jpg,posts/hydrationceo\2024-02-11_22-40-58_UTC.mp4,2024-02-11 22:40:58,GraphVideo,"['rhodepeptideliptreatment', 'rhodelipbalm', 'rhodeliptreatment', 'lipbalm', 'lipbalmaddict', 'lipbalmcollection']",True
hydrationceo,C3L0dPmrIG3,,"I am SCREAMING this ole henrikson pout preserve is INSANE 🤌🤌🤌🤌🤌 

#lipbalm #poutpreserve #olehenriksonlipbalm #lipbalmaddict #lipbalmcollection #lipbalmreview #olehenriksonpoutpreserve",3253,posts/hydrationceo\2024-02-10_23-02-42_UTC.jpg,posts/hydrationceo\2024-02-10_23-02-42_UTC.mp4,2024-02-10 23:02:42,GraphVideo,"['lipbalm', 'poutpreserve', 'olehenriksonlipbalm', 'lipbalmaddict', 'lipbalmcollection', 'lipbalmreview', 'olehenriksonpoutpreserve']",True
hydrationceo,C3JB9o1J6lm,,"It’s day 5 and we’re almost done with the official test - laneige lip balm is up to bat 🏏 

#laneigelipbalm #laneigeglowybalm #laneigebalm #lipbalm #lipbalmaddict #lipbalmcollection #lipbalmreview #honestreview",3973,posts/hydrationceo\2024-02-09_21-02-56_UTC.jpg,posts/hydrationceo\2024-02-09_21-02-56_UTC.mp4,2024-02-09 21:02:56,GraphVideo,"['laneigelipbalm', 'laneigeglowybalm', 'laneigebalm', 'lipbalm', 'lipbalmaddict', 'lipbalmcollection', 'lipbalmreview', 'honestreview']",True
hydrationceo,C3GMdVbLAtC,,"yall sold out this inkey list lip balm… but why??? 👀 

#inkeylistlipbalm ##inkeylisttripeptidelipbalm #lipbalm #lipbalmaddict #lipbalmreview #skincare #honestreview",3323,posts/hydrationceo\2024-02-08_18-36-58_UTC.jpg,posts/hydrationceo\2024-02-08_18-36-58_UTC.mp4,2024-02-08 18:36:58,GraphVideo,"['inkeylistlipbalm', 'inkeylisttripeptidelipbalm', 'lipbalm', 'lipbalmaddict', 'lipbalmreview', 'skincare', 'honestreview']",True
hydrationceo,C3DZDDgru4K,,"elf has been KILLING IT lately but how do their $4 squeeze me balms perform against the big dogs? 👄

#elfsqueezemelipbalm #lipbalm #lipbalmaddict #lipbalmcollection #lipbalmreview #skintok #liproutine",7139,posts/hydrationceo\2024-02-07_16-29-15_UTC.jpg,posts/hydrationceo\2024-02-07_16-29-15_UTC.mp4,2024-02-07 16:29:15,GraphVideo,"['elfsqueezemelipbalm', 'lipbalm', 'lipbalmaddict', 'lipbalmcollection', 'lipbalmreview', 'skintok', 'liproutine']",True
hydrationceo,C3BAp-VJx7I,,"Let’s get into the naturium lip balms 👀 

#lipbalm #lipbalmreview #naturiumlipbalm #lipbalmcollection #lipbalmaddict",2733,posts/hydrationceo\2024-02-06_18-17-40_UTC.jpg,posts/hydrationceo\2024-02-06_18-17-40_UTC.mp4,2024-02-06 18:17:40,GraphVideo,"['lipbalm', 'lipbalmreview', 'naturiumlipbalm', 'lipbalmcollection', 'lipbalmaddict']",True
hydrationceo,C2_DeIEr19b,,"Summer fridays lip balm gets all the hype for a reason 👏👏👏 

#lipbalm #lipbalmaddict #lipbalmcollection #summerfridayslipbalm #summerfridays #viralmakeup",6091,posts/hydrationceo\2024-02-06_00-04-04_UTC.jpg,posts/hydrationceo\2024-02-06_00-04-04_UTC.mp4,2024-02-06 00:04:04,GraphVideo,"['lipbalm', 'lipbalmaddict', 'lipbalmcollection', 'summerfridayslipbalm', 'summerfridays', 'viralmakeup']",True
hydrationceo,C27lnPbrnYH,,"I live for an easy smokey halo eye ❤️‍🔥 

#eyeshadow #eyeshadowpalette #makeuptutorial #haloeye #smokeyeye #smokeyeyeshadow #smokeyeyetutorial #tutorial #pookie #browneyes #browneyeshadow",1371,posts/hydrationceo\2024-02-04_15-50-33_UTC.jpg,posts/hydrationceo\2024-02-04_15-50-33_UTC.mp4,2024-02-04 15:50:33,GraphVideo,"['eyeshadow', 'eyeshadowpalette', 'makeuptutorial', 'haloeye', 'smokeyeye', 'smokeyeyeshadow', 'smokeyeyetutorial', 'tutorial', 'pookie', 'browneyes', 'browneyeshadow']",True
hydrationceo,C24upZUL5ar,,"Are you team drugstore or team high end? 🤔 

#targetmakeup #targetmusthaves #makeup #affordablemakeup #drugstoremakeup #drugstoremakeupmusthaves #affordablebeauty",5386,posts/hydrationceo\2024-02-03_13-06-50_UTC.jpg,posts/hydrationceo\2024-02-03_13-06-50_UTC.mp4,2024-02-03 13:06:50,GraphVideo,"['targetmakeup', 'targetmusthaves', 'makeup', 'affordablemakeup', 'drugstoremakeup', 'drugstoremakeupmusthaves', 'affordablebeauty']",True
hydrationceo,C22UrByLYfJ,,"Oh you thought it was NPR? 🤨 

#meme #sephora #greenscreen #tiktokmeme #memes #sephorashopping #killthenoise",2259,posts/hydrationceo\2024-02-02_14-42-00_UTC.jpg,posts/hydrationceo\2024-02-02_14-42-00_UTC.mp4,2024-02-02 14:42:00,GraphVideo,"['meme', 'sephora', 'greenscreen', 'tiktokmeme', 'memes', 'sephorashopping', 'killthenoise']",True
hydrationceo,C2zquj_rN25,,"Also you’ll NEVER catch me using a filter on any video of mine 😒 

#skinfluencer #influencer #thingsiwouldneverdo #contentcreator #skincare #skincarereview #reviews",2274,posts/hydrationceo\2024-02-01_13-55-57_UTC.jpg,posts/hydrationceo\2024-02-01_13-55-57_UTC.mp4,2024-02-01 13:55:57,GraphVideo,"['skinfluencer', 'influencer', 'thingsiwouldneverdo', 'contentcreator', 'skincare', 'skincarereview', 'reviews']",True
hydrationceo,C2xhV_yr91b,,"Expensive and overrated beauty products? Not on my watch 🦸‍♀️ 

#viralbeauty #viralmakeup #viralskincare #overhypedmakeup #saveyourmoney #sephoramakeup #sephoraskincare #sephora #makeuptok #skintok",5362,posts/hydrationceo\2024-01-31_17-55-18_UTC.jpg,posts/hydrationceo\2024-01-31_17-55-18_UTC.mp4,2024-01-31 17:55:18,GraphVideo,"['viralbeauty', 'viralmakeup', 'viralskincare', 'overhypedmakeup', 'saveyourmoney', 'sephoramakeup', 'sephoraskincare', 'sephora', 'makeuptok', 'skintok']",True
hydrationceo,C2vx66vLG4a,,"Extreme Cream is magic cream’s more affordable, sophisticated, fragrance-free (ok just better overall) sibling 😏 @innbeautyproject #innbeautypartner 

#extremecream #moisturizer #skincare #skintok #skincaretips #hydratingskincare #peptides #ceramides #skincare101 #magiccream #hydratingskincare",1828,posts/hydrationceo\2024-01-31_01-41-42_UTC.jpg,posts/hydrationceo\2024-01-31_01-41-42_UTC.mp4,2024-01-31 01:41:42,GraphVideo,"['innbeautypartner', 'extremecream', 'moisturizer', 'skincare', 'skintok', 'skincaretips', 'hydratingskincare', 'peptides', 'ceramides', 'skincare101', 'magiccream', 'hydratingskincare']",True
hydrationceo,C2vXE96r2Kb,,"A very chatty wash day grwm 🫧 

@theinkeylist salicylic acid hair pre-treatment
@livingproofinc clarifying detox shampoo
@kristinesshair extra gentle conditioner
@livingproofinc triple bond complex 
@dove scalp + hair therapy serum 
@theouai leave in conditioner 
@livingproofinc flex hairspray

#washday #hairwash #hairwashday #hairroutine #hairtutorial #hairstyling #haircare #hairproducts #grwm",1349,posts/hydrationceo\2024-01-30_21-48-34_UTC.jpg,posts/hydrationceo\2024-01-30_21-48-34_UTC.mp4,2024-01-30 21:48:34,GraphVideo,"['washday', 'hairwash', 'hairwashday', 'hairroutine', 'hairtutorial', 'hairstyling', 'haircare', 'hairproducts', 'grwm']",True
hydrationceo,C2ulb2OLG0p,,"The Summer Fridays lip oil is truly elite. Not sticky, super glossy, good color, and ACTUALLY hydrating like I’m low key mad at how much I like it 😩 

#summerfridayslipoil #summerfridays #lipoil #lipoilreview #lipoilswatch #lipoilgloss #hydratinglipoil #makeuptok #viralmakeup",13297,posts/hydrationceo\2024-01-30_14-33-28_UTC.jpg,posts/hydrationceo\2024-01-30_14-33-28_UTC.mp4,2024-01-30 14:33:28,GraphVideo,"['summerfridayslipoil', 'summerfridays', 'lipoil', 'lipoilreview', 'lipoilswatch', 'lipoilgloss', 'hydratinglipoil', 'makeuptok', 'viralmakeup']",True
whatsmitafound,C4CKo2Sg3yF,,To shop: comment “ LINK” below for these @walmartfashion looks! Walmartpartner #walmartfashion #walmart #walmartstyle #walmartfinds #liketkit @shop.ltk @walmart https://liketk.it/4zdli,1465,posts/whatsmitafound\2024-03-03_01-35-10_UTC.jpg,posts/whatsmitafound\2024-03-03_01-35-10_UTC.mp4,2024-03-03 01:35:10,GraphVideo,"['walmartfashion', 'walmart', 'walmartstyle', 'walmartfinds', 'liketkit']",True
whatsmitafound,C3_olQJgFYA,,To shop: comment “ LINK” below for these @kohls outfits. So much of it is on sale too! #kohlsfinds #kohlsdeals #kohlsclearance,3933,posts/whatsmitafound\2024-03-02_02-00-25_UTC.jpg,posts/whatsmitafound\2024-03-02_02-00-25_UTC.mp4,2024-03-02 02:00:25,GraphVideo,"['kohlsfinds', 'kohlsdeals', 'kohlsclearance']",True
whatsmitafound,C31VXsYAwIi,,To shop: comment “ LINK” then check your DM for links. Most of these are on sale too! @oldnavy #oldnavy #oldnavystyle #oldnavyfinds #momst,4511,posts/whatsmitafound\2024-02-27_01-59-04_UTC.jpg,posts/whatsmitafound\2024-02-27_01-59-04_UTC.mp4,2024-02-27 01:59:04,GraphVideo,"['oldnavy', 'oldnavystyle', 'oldnavyfinds', 'momst']",True
whatsmitafound,C3tka-qA6RM,,To shop: comment “ LINK” below and then check your DM for links. Which is your favorite target look? #targetfashion #targetfinds #targetstyle #targetmom @target @targ,13896,posts/whatsmitafound\2024-02-24_01-36-25_UTC.jpg,posts/whatsmitafound\2024-02-24_01-36-25_UTC.mp4,2024-02-24 01:36:25,GraphVideo,"['targetfashion', 'targetfinds', 'targetstyle', 'targetmom']",True
whatsmitafound,C3gy_zXA5QR,,To shop: comment “ LINK “ below and then check your DM. Loving this lace dress from @targetstyle. So simple and elegant! @target  #targetstyle #targetfinds #targetdeals #targetmom #momoutfit,2357,posts/whatsmitafound\2024-02-19_02-34-40_UTC.jpg,posts/whatsmitafound\2024-02-19_02-34-40_UTC.mp4,2024-02-19 02:34:40,GraphVideo,"['targetstyle', 'targetfinds', 'targetdeals', 'targetmom', 'momoutfit']",True
whatsmitafound,C3bf8_BAeNM,,To shop: comment “ LINK “ below and then check your DM for these @walmartfashion new arrivals! Let me know in the comments which is your favorite and which one I should keep? #Walmartpartner #walmartfashion @walmart @shop.ltk #liketkit #walmartfinds #walmartstyle #momstyle https://liketk.it/4wLjo,4905,posts/whatsmitafound\2024-02-17_01-11-33_UTC.jpg,posts/whatsmitafound\2024-02-17_01-11-33_UTC.mp4,2024-02-17 01:11:33,GraphVideo,"['walmartpartner', 'walmartfashion', 'liketkit', 'walmartfinds', 'walmartstyle', 'momstyle']",True
whatsmitafound,C3WZemsgyd7,,To shop this Amazon look: comment “LINK” below and then check your DM. I’m just loving this whole combo! So chic! Skirt is super stretchy and comes in more colors and the mesh bodysuit pairs perfectly with it. What do you think of this look?  #amazonfinds #amazonfashion #datenightoutfit #amazonfavorites,4958,posts/whatsmitafound\2024-02-15_01-39-55_UTC.jpg,posts/whatsmitafound\2024-02-15_01-39-55_UTC.mp4,2024-02-15 01:39:55,GraphVideo,"['amazonfinds', 'amazonfashion', 'datenightoutfit', 'amazonfavorites']",True
whatsmitafound,C3RODYXA8NM,,To shop: comment “ LINK “ below and then check your DM. Loving this combo from @targetstyle @target #targetstyle #targetfashion #targetlove #targetfinds #momstyle #denimskirt,17150,posts/whatsmitafound\2024-02-13_01-22-11_UTC.jpg,posts/whatsmitafound\2024-02-13_01-22-11_UTC.mp4,2024-02-13 01:22:11,GraphVideo,"['targetstyle', 'targetfashion', 'targetlove', 'targetfinds', 'momstyle', 'denimskirt']",True
whatsmitafound,C3OtZ1tgh1o,,To shop: comment “ LINK “ below and then check your DM. Elevate your home with these affordable @Walmart home finds!  Best part they are all under $12.  #Walmartpartner #walmarthome #walmartfinds #affordablehomedecor #liketkit @shop.ltk https://liketk.it/4wkN0,1658,posts/whatsmitafound\2024-02-12_01-58-26_UTC.jpg,posts/whatsmitafound\2024-02-12_01-58-26_UTC.mp4,2024-02-12 01:58:26,GraphVideo,"['walmartpartner', 'walmarthome', 'walmartfinds', 'affordablehomedecor', 'liketkit']",True
whatsmitafound,C3JL5bSAEK5,,Sharing my go to perfect pink nude lip combo that’s totally brown girl-friendly and won’t cost a fortune—all on @walmart Check out my stories for the lowdown and a step-by-step tutorial! #Walmartpartner @shop.ltk #walmartbeauty #affordablemakeup #walmartfinds https://liketk.it/4wbrL #liketkit,1921,posts/whatsmitafound\2024-02-09_22-29-16_UTC_1.jpg,posts/whatsmitafound\2024-02-09_22-29-16_UTC_1.jpg,2024-02-09 22:29:16,GraphSidecar,"['walmartpartner', 'walmartbeauty', 'affordablemakeup', 'walmartfinds', 'liketkit']",False
whatsmitafound,C3EcsZvg1eI,,To shop: comment “ LINK” for links to these new @walmartfashion looks! Let me know in the comments which is your favorite? @walmart #walmartpartner #liketkit #walmartfinds #walmartstyle #walmartfashion #momoutfits https://liketk.it/4w1cX,2133,posts/whatsmitafound\2024-02-08_02-19-58_UTC.jpg,posts/whatsmitafound\2024-02-08_02-19-58_UTC.mp4,2024-02-08 02:19:58,GraphVideo,"['walmartpartner', 'liketkit', 'walmartfinds', 'walmartstyle', 'walmartfashion', 'momoutfits']",True
whatsmitafound,C3B20p4ALD_,,"To shop: comment “ LINK” below and then check your DM for these Amazon dresses. NOTE: if you ask for the link, and it didn’t come through. You have to be following me in order to receive from the system. Follow and then comment link again and you should get it!  Which one is your favorite? #amazonstyle #amazonfinds #amazon",6508,posts/whatsmitafound\2024-02-07_02-10-54_UTC.jpg,posts/whatsmitafound\2024-02-07_02-10-54_UTC.mp4,2024-02-07 02:10:54,GraphVideo,"['amazonstyle', 'amazonfinds', 'amazon']",True
whatsmitafound,C2_VYftgBTI,,To shop: comment “ LINK “ and then check your DM. This dress is perfect or Valentine’s Day or just a date night. @target,3662,posts/whatsmitafound\2024-02-06_02-40-24_UTC.jpg,posts/whatsmitafound\2024-02-06_02-40-24_UTC.mp4,2024-02-06 02:40:24,GraphVideo,[],True
whatsmitafound,C28r1a2Ax_n,,To shop: comment “ LINK “ below and then check your DM. It’s been a while since I did a dressing room try on!  @target has so many cute new arrivals. I’m wearing medium in mostly all of it in size 8 in the pants for reference #targetstyle #targetfinds #targetmom #targetdeals #momstyle #wildfabletarget #wildfable,3623,posts/whatsmitafound\2024-02-05_02-01-02_UTC.jpg,posts/whatsmitafound\2024-02-05_02-01-02_UTC.mp4,2024-02-05 02:01:02,GraphVideo,"['targetstyle', 'targetfinds', 'targetmom', 'targetdeals', 'momstyle', 'wildfabletarget', 'wildfable']",True
whatsmitafound,C23jIVGAH78,,Elevate basic pieces! To shop: comment “ LINK “ below then check your DM for this @oldnavy look! Cute and comfy! #oldnavy #oldnavystyle #momstyle #elevatedcasual,2081,posts/whatsmitafound\2024-02-03_02-06-16_UTC.jpg,posts/whatsmitafound\2024-02-03_02-06-16_UTC.mp4,2024-02-03 02:06:16,GraphVideo,"['oldnavy', 'oldnavystyle', 'momstyle', 'elevatedcasual']",True
whatsmitafound,C20-ZzXgIGY,,To shop: like + comment “ LINK “ below for these @walmart lounge sets! It’s giving designer vibes but so affordable! I’m wearing size M in top and bottom for reference @walmartfashion  #walmartpartner #iywyk #liketkit https://liketk.it/4vvsx,1684,posts/whatsmitafound\2024-02-02_02-06-57_UTC.jpg,posts/whatsmitafound\2024-02-02_02-06-57_UTC.mp4,2024-02-02 02:06:57,GraphVideo,"['walmartpartner', 'iywyk', 'liketkit']",True
whatsmitafound,C2vwwhXASd8,,To shop: comment “ LINK” below and then check your DM for this Amazon dress!! Perfect for Valentine’s Day or just date night. I’m wearing M for reference. #amazonfinds #amazonstyle #amazondress #valentinesdayoutfit #datenightoutfit,2422,posts/whatsmitafound\2024-01-31_01-33-29_UTC.jpg,posts/whatsmitafound\2024-01-31_01-33-29_UTC.mp4,2024-01-31 01:33:29,GraphVideo,"['amazonfinds', 'amazonstyle', 'amazondress', 'valentinesdayoutfit', 'datenightoutfit']",True
whatsmitafound,C2tOMCSgi5d,,Which is your favorite?? To Shop: comment “ LINK” below and then check your DM for links. @walmartfashion new spring arrivals! #walmartfashion #walmartdeals #scoopstyle @walmart #blazeroutfits #momstyle #walmartstyle,5788,posts/whatsmitafound\2024-01-30_01-51-12_UTC.jpg,posts/whatsmitafound\2024-01-30_01-51-12_UTC.mp4,2024-01-30 01:51:12,GraphVideo,"['walmartfashion', 'walmartdeals', 'scoopstyle', 'blazeroutfits', 'momstyle', 'walmartstyle']",True
whatsmitafound,C2qqGSpg8m1,,To shop: comment “ LINK” below and then check your DM for these Walmart denim looks! Loving the cargo jeans and the cropped denim jacket that you can pair with so many things.  @walmart #walmartpartner #walmartfashion #walmartstyle #denimstyle #denimoutfit #momstyle @shop.ltk #liketkit https://liketk.it/4vhDK,2874,posts/whatsmitafound\2024-01-29_01-59-55_UTC.jpg,posts/whatsmitafound\2024-01-29_01-59-55_UTC.mp4,2024-01-29 01:59:55,GraphVideo,"['walmartpartner', 'walmartfashion', 'walmartstyle', 'denimstyle', 'denimoutfit', 'momstyle', 'liketkit']",True
whatsmitafound,C2liqTTg0eX,,To shop: comment “ LINK” below and check your DM! New at @target!! This gorgeous satin set and the bow detail on the top is everything. Head to toe @targetstyle #targetstyle #targetfinds🎯 #targetlove #targetrun #satindress #momstyle,2607,posts/whatsmitafound\2024-01-27_02-18-10_UTC.jpg,posts/whatsmitafound\2024-01-27_02-18-10_UTC.mp4,2024-01-27 02:18:10,GraphVideo,"['targetstyle', 'targetfinds', 'targetlove', 'targetrun', 'satindress', 'momstyle']",True
whatsmitafound,C2bNaQ9OY-u,,To shop: comment “ LINK” below and check your DM. This @target dress is selling out fast! Love the silhouette! I’m wearing M for reference #targetdeals #targetdress #targetlove #momstyle,2332,posts/whatsmitafound\2024-01-23_01-57-37_UTC.jpg,posts/whatsmitafound\2024-01-23_01-57-37_UTC.mp4,2024-01-23 01:57:37,GraphVideo,"['targetdeals', 'targetdress', 'targetlove', 'momstyle']",True
whatsmitafound,C2Tbpu_ACBj,,To shop: comment “ LINK “ below and I’ll send you the link to this Amazon version!! So comfy and cute. I’m wearing M for reference #puffercoat #amazonfinds #amazonfallfashion #amazonshopping #amazondeals,1511,posts/whatsmitafound\2024-01-20_01-28-06_UTC.jpg,posts/whatsmitafound\2024-01-20_01-28-06_UTC.mp4,2024-01-20 01:28:06,GraphVideo,"['puffercoat', 'amazonfinds', 'amazonfallfashion', 'amazonshopping', 'amazondeals']",True
whatsmitafound,C2LvxBkg8bK,,To shop: comment “ LINK” below and check your DM. Walmart near arrivals! I love this plisse set. It also comes in black if hot pink is not your thing and Ithis ruffled black dress is so beautiful. I’m wearing size medium in both styles for a reference. @walmartfashion @walmart #walmartfashion #walmartstyle #plisseskirt #datenightoutfit #momstyle #momfashion,2947,posts/whatsmitafound\2024-01-17_01-52-03_UTC.jpg,posts/whatsmitafound\2024-01-17_01-52-03_UTC.mp4,2024-01-17 01:52:03,GraphVideo,"['walmartfashion', 'walmartstyle', 'plisseskirt', 'datenightoutfit', 'momstyle', 'momfashion']",True
whatsmitafound,C2JJaaogjaf,,To shop: comment “ LINK” and then check your DM. This cargo jumpsuit is adorable from @target! I’m wearing a size 6 and it fits pretty true to size. You can dress this up or down! #jumpsuitstyle #targetstyle #targetfinds #targetfashion #momstyle #targetlove,11190,posts/whatsmitafound\2024-01-16_01-39-38_UTC.jpg,posts/whatsmitafound\2024-01-16_01-39-38_UTC.mp4,2024-01-16 01:39:38,GraphVideo,"['jumpsuitstyle', 'targetstyle', 'targetfinds', 'targetfashion', 'momstyle', 'targetlove']",True
whatsmitafound,C2Gm3qmAvuB,,"To shop: comment “ LINK “ below and check your DM. I used this viral Pinterest image as inspo @target . I paired it with some chunky gold jewelry and opted for the pink sweater to give a pop of color. Note: the sweater does come in tan if you want more of the neutral look! I’m wearing size medium in both. And if you like this new series, make sure to like this video, or give me a comment below! 🫶🏽🫶🏽 #targetfinds #targetfashion #pinterest #pinterestfashion #momstyle #targetstyle",5525,posts/whatsmitafound\2024-01-15_01-56-21_UTC.jpg,posts/whatsmitafound\2024-01-15_01-56-21_UTC.mp4,2024-01-15 01:56:21,GraphVideo,"['targetfinds', 'targetfashion', 'pinterest', 'pinterestfashion', 'momstyle', 'targetstyle']",True
whatsmitafound,C2EEHZzgVyR,,"To shop: comment “ LINK” for this @target look! Here are two ways you can elevate a simple button-down and jeans look! Also, I’m loving these wide leg jeans they fit, amazing and have so much stretch!

Inspo credit: @jessicalaure_l she also has a tutorial on how tie the shirt! #targetstyle #targetfinds #elevatedcasual #size8",10555,posts/whatsmitafound\2024-01-14_02-13-53_UTC.jpg,posts/whatsmitafound\2024-01-14_02-13-53_UTC.mp4,2024-01-14 02:13:53,GraphVideo,"['targetstyle', 'targetfinds', 'elevatedcasual', 'size8']",True
whatsmitafound,C1-6oKSgrSn,,To Shop: comment “ LINK” below and I will DM you. Sooo soft and on sale! And very high quality. I’m wearing M for reference @kohls #kohlsfinds #kohls #loungewear #momstyle,17124,posts/whatsmitafound\2024-01-12_02-17-21_UTC.jpg,posts/whatsmitafound\2024-01-12_02-17-21_UTC.mp4,2024-01-12 02:17:21,GraphVideo,"['kohlsfinds', 'kohls', 'loungewear', 'momstyle']",True
whatsmitafound,C15xy7CAhcv,,New Walmart blazer! To Shop: Comment “ link “ below and I’ll DM you details! Perfect for Valentines Day! I ordered everything with free shipping ( no order minimum) through my Walmart+ membership (see Walmart+ Terms and Conditions) #walmartpartner #walmartplus Walmart+ membership also has  so many benefits like free delivery from the store ($35 order minimum) and fuel benefits! @shop.LTK @walmart @walmartfashion #liketkit https://liketk.it/4ssTH,2649,posts/whatsmitafound\2024-01-10_02-23-10_UTC.jpg,posts/whatsmitafound\2024-01-10_02-23-10_UTC.mp4,2024-01-10 02:23:10,GraphVideo,"['walmartpartner', 'walmartplus', 'liketkit']",True
whatsmitafound,C1yA_XugNpQ,,To Shop: comment “ LINK “ below and check your DM. This $19 slip dress from @walmartfashion comes in this beautiful print or plain black. Im wearing size M for reference #walmartfashion #slipdress #walmartstyle #datenightoutfit #walmarthaul,4618,posts/whatsmitafound\2024-01-07_02-01-52_UTC.jpg,posts/whatsmitafound\2024-01-07_02-01-52_UTC.mp4,2024-01-07 02:01:52,GraphVideo,"['walmartfashion', 'slipdress', 'walmartstyle', 'datenightoutfit', 'walmarthaul']",True
whatsmitafound,C1vcumHgeqd,,"To shop: comment “LINK” below and check your DM for deets! This Amazon dress is perfect for Valentine’s Day, but comes in four other colors if red isn’t your thing. I’m wearing size medium for reference #AmazonDress #amazonoutfit #valentinesdayoutfit #datenightoutfit #amazonmusthaves",4293,posts/whatsmitafound\2024-01-06_02-06-54_UTC.jpg,posts/whatsmitafound\2024-01-06_02-06-54_UTC.mp4,2024-01-06 02:06:54,GraphVideo,"['amazondress', 'amazonoutfit', 'valentinesdayoutfit', 'datenightoutfit', 'amazonmusthaves']",True
